~ ~ ~ ~ ~ Using Runge-Kutta 4th Order Method ~ ~ ~ ~ ~ 

  Time   :        θ1         /         θ2        /         ω1         /         ω1       
0.335000 : 0.119310974503964 / 0.326584823269764 / -1.783704418949798 / 1.320305553700086 
0.336000 : 0.117526377935446 / 0.327905789196347 / -1.782040509485791 / 1.314866630092378 
0.337000 : 0.115743446108625 / 0.329221313478954 / -1.780326348639301 / 1.309358619919720 
0.338000 : 0.113962229300016 / 0.330531326996464 / -1.778562429080390 / 1.303782243658576 
0.339000 : 0.112182777293220 / 0.331835761348596 / -1.776749246094971 / 1.298138226388910 
0.340000 : 0.110405139376303 / 0.333134548860509 / -1.774887297334763 / 1.292427297438279 
0.341000 : 0.108629364339431 / 0.334427622587054 / -1.772977082570073 / 1.286650190029670 
0.342000 : 0.106855500472749 / 0.335714916316674 / -1.771019103445581 / 1.280807640933320 
0.343000 : 0.105083595564509 / 0.336996364574949 / -1.769013863239295 / 1.274900390122783 
0.344000 : 0.103313696899428 / 0.338271902627804 / -1.766961866624851 / 1.268929180435472 
0.345000 : 0.101545851257303 / 0.339541466484370 / -1.764863619437301 / 1.262894757237890 
0.346000 : 0.099780104911838 / 0.340804992899522 / -1.762719628442536 / 1.256797868095788 
0.347000 : 0.098016503629722 / 0.342062419376070 / -1.760530401110485 / 1.250639262449424 
0.348000 : 0.096255092669915 / 0.343313684166643 / -1.758296445392221 / 1.244419691294115 
0.349000 : 0.094495916783178 / 0.344558726275238 / -1.756018269501086 / 1.238139906866278 
0.350000 : 0.092739020211799 / 0.345797485458466 / -1.753696381697950 / 1.231800662335092 
0.351000 : 0.090984446689555 / 0.347029902226484 / -1.751331290080713 / 1.225402711499957 
0.352000 : 0.089232239441867 / 0.348255917843624 / -1.748923502378135 / 1.218946808493878 
0.353000 : 0.087482441186178 / 0.349475474328731 / -1.746473525748087 / 1.212433707492908 
0.354000 : 0.085735094132515 / 0.350688514455200 / -1.743981866580304 / 1.205864162431762 
0.355000 : 0.083990239984265 / 0.351894981750741 / -1.741449030303699 / 1.199238926725708 
0.356000 : 0.082247919939132 / 0.353094820496853 / -1.738875521198317 / 1.192558752998840 
0.357000 : 0.080508174690288 / 0.354287975728038 / -1.736261842211973 / 1.185824392818791 
0.358000 : 0.078771044427706 / 0.355474393230740 / -1.733608494781622 / 1.179036596437995 
0.359000 : 0.077036568839670 / 0.356654019542031 / -1.730915978659507 / 1.172196112541527 
0.360000 : 0.075304787114463 / 0.357826801948044 / -1.728184791744116 / 1.165303688001592 
0.361000 : 0.073575737942220 / 0.358992688482156 / -1.725415429915971 / 1.158360067638703 
0.362000 : 0.071849459516948 / 0.360151627922936 / -1.722608386878272 / 1.151365993989574 
0.363000 : 0.070125989538703 / 0.361303569791865 / -1.719764154002410 / 1.144322207081759 
0.364000 : 0.068405365215925 / 0.362448464350819 / -1.716883220178352 / 1.137229444215047 
0.365000 : 0.066687623267918 / 0.363586262599341 / -1.713966071669898 / 1.130088439749625 
0.366000 : 0.064972799927480 / 0.364716916271706 / -1.711013191974810 / 1.122899924900990 
0.367000 : 0.063260930943669 / 0.365840377833766 / -1.708025061689802 / 1.115664627541627 
0.368000 : 0.061552051584706 / 0.366956600479612 / -1.705002158380361 / 1.108383272009399 
0.369000 : 0.059846196641008 / 0.368065538128034 / -1.701944956455395 / 1.101056578922662 
0.370000 : 0.058143400428346 / 0.369167145418802 / -1.698853927046673 / 1.093685265002032 
0.371000 : 0.056443696791123 / 0.370261377708763 / -1.695729537893024 / 1.086270042898795 
0.372000 : 0.054747119105769 / 0.371348191067773 / -1.692572253229261 / 1.078811621029902 
0.373000 : 0.053053700284247 / 0.372427542274461 / -1.689382533679790 / 1.071310703419485 
0.374000 : 0.051363472777666 / 0.373499388811828 / -1.686160836156854 / 1.063767989546858 
0.375000 : 0.049676468579994 / 0.374563688862709 / -1.682907613763380 / 1.056184174200917 
0.376000 : 0.047992719231869 / 0.375620401305072 / -1.679623315700348 / 1.048559947340884 
0.377000 : 0.046312255824504 / 0.376669485707190 / -1.676308387178660 / 1.040895993963310 
0.378000 : 0.044635109003677 / 0.377710902322676 / -1.672963269335419 / 1.033192993975265 
0.379000 : 0.042961308973810 / 0.378744612085390 / -1.669588399154586 / 1.025451622073630 
0.380000 : 0.041290885502122 / 0.379770576604226 / -1.666184209391917 / 1.017672547630400 
0.381000 : 0.039623867922858 / 0.380788758157785 / -1.662751128504147 / 1.009856434583907 
0.382000 : 0.037960285141595 / 0.381799119688938 / -1.659289580582330 / 1.002003941335874 
0.383000 : 0.036300165639605 / 0.382801624799287 / -1.655799985289262 / 0.994115720654191 
0.384000 : 0.034643537478288 / 0.383796237743528 / -1.652282757800930 / 0.986192419581327 
0.385000 : 0.032990428303659 / 0.384782923423726 / -1.648738308751896 / 0.978234679348256 
0.386000 : 0.031340865350894 / 0.385761647383494 / -1.645167044184541 / 0.970243135293808 
0.387000 : 0.029694875448924 / 0.386732375802103 / -1.641569365502102 / 0.962218416789326 
0.388000 : 0.028052485025076 / 0.387695075488510 / -1.637945669425407 / 0.954161147168523 
0.389000 : 0.026413720109757 / 0.388649713875319 / -1.634296347953231 / 0.946071943662423 
0.390000 : 0.024778606341179 / 0.389596259012672 / -1.630621788326202 / 0.937951417339284 
0.391000 : 0.023147168970120 / 0.390534679562084 / -1.626922372994158 / 0.929800173049373 
0.392000 : 0.021519432864718 / 0.391464944790225 / -1.623198479586884 / 0.921618809374488 
0.393000 : 0.019895422515290 / 0.392387024562646 / -1.619450480888134 / 0.913407918582111 
0.394000 : 0.018275162039186 / 0.393300889337460 / -1.615678744812871 / 0.905168086584067 
0.395000 : 0.016658675185654 / 0.394206510158986 / -1.611883634387615 / 0.896899892899579 
0.396000 : 0.015045985340734 / 0.395103858651353 / -1.608065507733843 / 0.888603910622605 
0.397000 : 0.013437115532169 / 0.395992907012069 / -1.604224718054332 / 0.880280706393324 
0.398000 : 0.011832088434318 / 0.396873628005565 / -1.600361613622375 / 0.871930840373676 
0.399000 : 0.010230926373095 / 0.397745994956717 / -1.596476537773782 / 0.863554866226812 
0.400000 : 0.008633651330906 / 0.398609981744339 / -1.592569828901581 / 0.855153331100368 
0.401000 : 0.007040284951596 / 0.399465562794666 / -1.588641820453334 / 0.846726775613420 
0.402000 : 0.005450848545392 / 0.400312713074824 / -1.584692840930993 / 0.838275733847018 
0.403000 : 0.003865363093859 / 0.401151408086285 / -1.580723213893200 / 0.829800733338182 
0.404000 : 0.002283849254839 / 0.401981623858325 / -1.576733257959965 / 0.821302295077251 
0.405000 : 0.000706327367396 / 0.402803336941468 / -1.572723286819629 / 0.812780933508458 
0.406000 : -0.000867182543253 / 0.403616524400940 / -1.568693609238041 / 0.804237156533637 
0.407000 : -0.002436660760810 / 0.404421163810125 / -1.564644529069858 / 0.795671465518941 
0.408000 : -0.004002087872984 / 0.405217233244022 / -1.560576345271909 / 0.787084355304462 
0.409000 : -0.005563444766589 / 0.406004711272717 / -1.556489351918524 / 0.778476314216655 
0.410000 : -0.007120712622664 / 0.406783576954870 / -1.552383838218767 / 0.769847824083446 
0.411000 : -0.008673872911597 / 0.407553809831205 / -1.548260088535499 / 0.761199360251930 
0.412000 : -0.010222907388285 / 0.408315389918036 / -1.544118382406183 / 0.752531391608554 
0.413000 : -0.011767798087299 / 0.409068297700793 / -1.539958994565373 / 0.743844380601680 
0.414000 : -0.013308527318086 / 0.409812514127590 / -1.535782194968814 / 0.735138783266433 
0.415000 : -0.014845077660180 / 0.410548020602802 / -1.531588248819074 / 0.726415049251733 
0.416000 : -0.016377431958452 / 0.411274798980678 / -1.527377416592647 / 0.717673621849420 
0.417000 : -0.017905573318379 / 0.411992831558980 / -1.523149954068466 / 0.708914938025368 
0.418000 : -0.019429485101347 / 0.412702101072657 / -1.518906112357740 / 0.700139428452511 
0.419000 : -0.020949150919975 / 0.413402590687543 / -1.514646137935073 / 0.691347517545676 
0.420000 : -0.022464554633483 / 0.414094283994100 / -1.510370272670790 / 0.682539623498145 
0.421000 : -0.023975680343082 / 0.414777165001195 / -1.506078753864407 / 0.673716158319851 
0.422000 : -0.025482512387399 / 0.415451218129908 / -1.501771814279198 / 0.664877527877136 
0.423000 : -0.026985035337943 / 0.416116428207390 / -1.497449682177776 / 0.656024131933975 
0.424000 : -0.028483233994599 / 0.416772780460755 / -1.493112581358663 / 0.647156364194594 
0.425000 : -0.029977093381163 / 0.417420260511018 / -1.488760731193759 / 0.638274612347402 
0.426000 : -0.031466598740911 / 0.418058854367077 / -1.484394346666687 / 0.629379258110161 
0.427000 : -0.032951735532212 / 0.418688548419739 / -1.480013638411938 / 0.620470677276317 
0.428000 : -0.034432489424174 / 0.419309329435792 / -1.475618812754770 / 0.611549239762425 
0.429000 : -0.035908846292333 / 0.419921184552124 / -1.471210071751826 / 0.602615309656588 
0.430000 : -0.037380792214384 / 0.420524101269897 / -1.466787613232398 / 0.593669245267861 
0.431000 : -0.038848313465948 / 0.421118067448757 / -1.462351630840307 / 0.584711399176524 
0.432000 : -0.040311396516390 / 0.421703071301109 / -1.457902314076349 / 0.575742118285187 
0.433000 : -0.041770028024668 / 0.422279101386435 / -1.453439848341256 / 0.566761743870656 
0.434000 : -0.043224194835234 / 0.422846146605661 / -1.448964414979143 / 0.557770611636486 
0.435000 : -0.044673883973975 / 0.423404196195588 / -1.444476191321380 / 0.548769051766187 
0.436000 : -0.046119082644198 / 0.423953239723365 / -1.439975350730871 / 0.539757388977000 
0.437000 : -0.047559778222660 / 0.424493267081018 / -1.435462062646676 / 0.530735942574214 
0.438000 : -0.048995958255642 / 0.425024268480042 / -1.430936492628962 / 0.521705026505945 
0.439000 : -0.050427610455066 / 0.425546234446034 / -1.426398802404231 / 0.512664949418349 
0.440000 : -0.051854722694664 / 0.426059155813392 / -1.421849149910793 / 0.503616014711202 
0.441000 : -0.053277283006184 / 0.426563023720068 / -1.417287689344454 / 0.494558520593810 
0.442000 : -0.054695279575647 / 0.427057829602369 / -1.412714571204384 / 0.485492760141198 
0.443000 : -0.056108700739648 / 0.427543565189826 / -1.408129942339133 / 0.476419021350534 
0.444000 : -0.057517534981705 / 0.428020222500110 / -1.403533945992758 / 0.467337587197745 
0.445000 : -0.058921770928652 / 0.428487793834011 / -1.398926721851051 / 0.458248735694292 
0.446000 : -0.060321397347077 / 0.428946271770467 / -1.394308406087817 / 0.449152739944048 
0.447000 : -0.061716403139810 / 0.429395649161658 / -1.389679131411189 / 0.440049868200252 
0.448000 : -0.063106777342458 / 0.429835919128153 / -1.385039027109950 / 0.430940383922513 
0.449000 : -0.064492509119979 / 0.430267075054108 / -1.380388219099839 / 0.421824545833796 
